Code,Artikel,Size
J-SO-CBW-12,SLIP ON CHECKERBOARD BLACK WHITE JAPAN,EUR 47 // US 12
C-SO-CBM-4.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 35 // US 4
C-SO-CBM-4.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 36 // US 4.5
C-SO-CBM-5.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 36.5 // US 5
C-SO-CBM-5.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 37 // US 5.5
C-SO-CBM-6.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 38 // US 6
C-SO-CBM-6.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 38.5 // US 6.5
C-SO-CBM-7.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 39 // US 7
C-SO-CBM-7.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 40 // US 7.5
C-SO-CBM-8.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 40.5 // US 8
C-SO-CBM-8.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 41 // US 8.5
C-SO-CBM-9.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 42 // US 9
C-SO-CBM-9.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 42.5 // US 9.5
C-SO-CBM-10.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 43 // US 10
C-SO-CBM-10.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 44 // US 10.5
C-SO-CBM-11.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 44.5 // US 11
C-SO-CBM-11.5,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 45 // US 11.5
C-SO-CBM-12.0,SLIP ON CHECKERBOARD BLUE MIRAGE,EUR 46 // US 12
C-SO-CFR-4.0,SLIP ON CHECKERBOARD FLAME RED,EUR 35 // US 4
C-SO-CFR-4.5,SLIP ON CHECKERBOARD FLAME RED,EUR 36 // US 4.5
C-SO-CFR-5.0,SLIP ON CHECKERBOARD FLAME RED,EUR 36.5 // US 5
C-SO-CFR-5.5,SLIP ON CHECKERBOARD FLAME RED,EUR 37 // US 5.5
C-SO-CFR-6.0,SLIP ON CHECKERBOARD FLAME RED,EUR 38 // US 6
C-SO-CFR-6.5,SLIP ON CHECKERBOARD FLAME RED,EUR 38.5 // US 6.5
C-SO-CFR-7.0,SLIP ON CHECKERBOARD FLAME RED,EUR 39 // US 7
C-SO-CFR-7.5,SLIP ON CHECKERBOARD FLAME RED,EUR 40 // US 7.5
C-SO-CFR-8.0,SLIP ON CHECKERBOARD FLAME RED,EUR 40.5 // US 8
C-SO-CFR-8.5,SLIP ON CHECKERBOARD FLAME RED,EUR 41 // US 8.5
C-SO-CFR-9.0,SLIP ON CHECKERBOARD FLAME RED,EUR 42 // US 9
C-SO-CFR-9.5,SLIP ON CHECKERBOARD FLAME RED,EUR 42.5 // US 9.5
C-SO-CFR-10.0,SLIP ON CHECKERBOARD FLAME RED,EUR 43 // US 10
C-SO-CFR-10.5,SLIP ON CHECKERBOARD FLAME RED,EUR 44 // US 10.5
C-SO-CFR-11.0,SLIP ON CHECKERBOARD FLAME RED,EUR 44.5 // US 11
C-SO-CFR-11.5,SLIP ON CHECKERBOARD FLAME RED,EUR 45 // US 11.5
C-SO-CFR-12.0,SLIP ON CHECKERBOARD FLAME RED,EUR 46 // US 12
C-SO-KNF-4.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 35 // US 4
C-SO-KNF-4.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 36 // US 4.5
C-SO-KNF-5.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 36.5 // US 5
C-SO-KNF-5.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 37 // US 5.5
C-SO-KNF-6.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 38 // US 6
C-SO-KNF-6.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 38.5 // US 6.5
C-SO-KNF-7.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 39 // US 7
C-SO-KNF-7.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 40 // US 7.5
C-SO-KNF-8.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 40.5 // US 8
C-SO-KNF-8.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 41 // US 8.5
C-SO-KNF-9.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 42 // US 9
C-SO-KNF-9.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 42.5 // US 9.5
C-SO-KNF-10.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 43 // US 10
C-SO-KNF-10.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 44 // US 10.5
C-SO-KNF-11.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 44.5 // US 11
C-SO-KNF-11.5,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 45 // US 11.5
C-SO-KNF-12.0,SLIP ON CHECKERBOARD KAKAO AND FRIENDS,EUR 46 // US 12
C-SO-CRP-4.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 35 // US 4
C-SO-CRP-4.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 36 // US 4.5
C-SO-CRP-5.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 36.5 // US 5
C-SO-CRP-5.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 37 // US 5.5
C-SO-CRP-6.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 38 // US 6
C-SO-CRP-6.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 38.5 // US 6.5
C-SO-CRP-7.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 39 // US 7
C-SO-CRP-7.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 40 // US 7.5
C-SO-CRP-8.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 40.5 // US 8
C-SO-CRP-8.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 41 // US 8.5
C-SO-CRP-9.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 42 // US 9
C-SO-CRP-9.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 42.5 // US 9.5
C-SO-CRP-10.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 43 // US 10
C-SO-CRP-10.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 44 // US 10.5
C-SO-CRP-11.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 44.5 // US 11
C-SO-CRP-11.5,SLIP ON CHECKERBOARD RED PICANTE,EUR 45 // US 11.5
C-SO-CRP-12.0,SLIP ON CHECKERBOARD RED PICANTE,EUR 46 // US 12
C-SO-CRR-4.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 35 // US 4
C-SO-CRR-4.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 36 // US 4.5
C-SO-CRR-5.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 36.5 // US 5
C-SO-CRR-5.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 37 // US 5.5
C-SO-CRR-6.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 38 // US 6
C-SO-CRR-6.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 38.5 // US 6.5
C-SO-CRR-7.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 39 // US 7
C-SO-CRR-7.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 40 // US 7.5
C-SO-CRR-8.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 40.5 // US 8
C-SO-CRR-8.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 41 // US 8.5
C-SO-CRR-9.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 42 // US 9
C-SO-CRR-9.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 42.5 // US 9.5
C-SO-CRR-10.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 43 // US 10
C-SO-CRR-10.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 44 // US 10.5
C-SO-CRR-11.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 44.5 // US 11
C-SO-CRR-11.5,SLIP ON CHECKERBOARD RUMBA RED,EUR 45 // US 11.5
C-SO-CRR-12.0,SLIP ON CHECKERBOARD RUMBA RED,EUR 46 // US 12
C-SO-CSG-4.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 35 // US 4
C-SO-CSG-4.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 36 // US 4.5
C-SO-CSG-5.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 36.5 // US 5
C-SO-CSG-5.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 37 // US 5.5
C-SO-CSG-6.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 38 // US 6
C-SO-CSG-6.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 38.5 // US 6.5
C-SO-CSG-7.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 39 // US 7
C-SO-CSG-7.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 40 // US 7.5
C-SO-CSG-8.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 40.5 // US 8
C-SO-CSG-8.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 41 // US 8.5
C-SO-CSG-9.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 42 // US 9
C-SO-CSG-9.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 42.5 // US 9.5
C-SO-CSG-10.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 43 // US 10
C-SO-CSG-10.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 44 // US 10.5
C-SO-CSG-11.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 44.5 // US 11
C-SO-CSG-11.5,SLIP ON CHECKERBOARD SHALE GREEN,EUR 45 // US 11.5
C-SO-CSG-12.0,SLIP ON CHECKERBOARD SHALE GREEN,EUR 46 // US 12
C-SO-CFBW-4.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 35 // US 4
C-SO-CFBW-4.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 36 // US 4.5
C-SO-CFBW-5.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 36.5 // US 5
C-SO-CFBW-5.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 37 // US 5.5
C-SO-CFBW-6.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 38 // US 6
C-SO-CFBW-6.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 38.5 // US 6.5
C-SO-CFBW-7.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 39 // US 7
C-SO-CFBW-7.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 40 // US 7.5
C-SO-CFBW-8.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 40.5 // US 8
C-SO-CFBW-8.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 41 // US 8.5
C-SO-CFBW-9.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 42 // US 9
C-SO-CFBW-9.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 42.5 // US 9.5
C-SO-CFBW-10.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 43 // US 10
C-SO-CFBW-10.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 44 // US 10.5
C-SO-CFBW-11.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 44.5 // US 11
C-SO-CFBW-11.5,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 45 // US 11.5
C-SO-CFBW-12.0,SLIP ON CHEKCERBOARD FLAME BLACK WHITE,EUR 46 // US 12
C-SOCP-BW-4.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 35 // US 4
C-SOCP-BW-4.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 36 // US 4.5
C-SOCP-BW-5.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 36.5 // US 5
C-SOCP-BW-5.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 37 // US 5.5
C-SOCP-BW-6.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 38 // US 6
C-SOCP-BW-6.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 38.5 // US 6.5
C-SOCP-BW-7.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 39 // US 7
C-SOCP-BW-7.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 40 // US 7.5
C-SOCP-BW-8.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 40.5 // US 8
C-SOCP-BW-8.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 41 // US 8.5
C-SOCP-BW-9.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 42 // US 9
C-SOCP-BW-9.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 42.5 // US 9.5
C-SOCP-BW-10.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 43 // US 10
C-SOCP-BW-10.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 44 // US 10.5
C-SOCP-BW-11.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 44.5 // US 11
C-SOCP-BW-11.5,SLIP ON CUT AND PASTE BLACK WHITE,EUR 45 // US 11.5
C-SOCP-BW-12.0,SLIP ON CUT AND PASTE BLACK WHITE,EUR 46 // US 12
C-SO-FBWFR4.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 35 // US 4
C-SO-FBWFR4.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 36 // US 4.5
C-SO-FBWFR5.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 36.5 // US 5
C-SO-FBWFR5.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 37 // US 5.5
C-SO-FBWFR6.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 38 // US 6
C-SO-FBWFR6.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 38.5 // US 6.5
C-SO-FBWFR7.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 39 // US 7
C-SO-FBWFR7.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 40 // US 7.5
C-SO-FBWFR8.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 40.5 // US 8
C-SO-FBWFR8.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 41 // US 8.5
C-SO-FBWFR9.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 42 // US 9
C-SO-FBWFR9.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 42.5 // US 9.5
C-SO-FBWFR10.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 43 // US 10
C-SO-FBWFR10.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 44 // US 10.5
C-SO-FBWFR11.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 44.5 // US 11
C-SO-FBWFR11.5,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 45 // US 11.5
C-SO-FBWFR12.0,SLIP ON FLAME BLACK WHITE (FLAME RED),EUR 46 // US 12
C-SO-FBWWF-4.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 35 // US 4
C-SO-FBWWF-4.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 36 // US 4.5
C-SO-FBWWF-5.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 36.5 // US 5
C-SO-FBWWF-5.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 37 // US 5.5
C-SO-FBWWF-6.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 38 // US 6
C-SO-FBWWF-6.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 38.5 // US 6.5
C-SO-FBWWF-7.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 39 // US 7
C-SO-FBWWF-7.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 40 // US 7.5
C-SO-FBWWF-8.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 40.5 // US 8
C-SO-FBWWF-8.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 41 // US 8.5
C-SO-FBWWF-9.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 42 // US 9
C-SO-FBWWF-9.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 42.5 // US 9.5
C-SO-FBWWF-10.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 43 // US 10
C-SO-FBWWF-10.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 44 // US 10.5
C-SO-FBWWF-11.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 44.5 // US 11
C-SO-FBWWF-11.5,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 45 // US 11.5
C-SO-FBWWF-12.0,SLIP ON FLAME BLACK WHITE (WHITE FLAME),EUR 46 // US 12
C-SO-MP-4.0,SLIP ON MEADOW PATCHWORK,EUR 35 // US 4
C-SO-MP-4.5,SLIP ON MEADOW PATCHWORK,EUR 36 // US 4.5
C-SO-MP-5.0,SLIP ON MEADOW PATCHWORK,EUR 36.5 // US 5
C-SO-MP-5.5,SLIP ON MEADOW PATCHWORK,EUR 37 // US 5.5
C-SO-MP-6.0,SLIP ON MEADOW PATCHWORK,EUR 38 // US 6
C-SO-MP-6.5,SLIP ON MEADOW PATCHWORK,EUR 38.5 // US 6.5
C-SO-MP-7.0,SLIP ON MEADOW PATCHWORK,EUR 39 // US 7
C-SO-MP-7.5,SLIP ON MEADOW PATCHWORK,EUR 40 // US 7.5
C-SO-MP-8.0,SLIP ON MEADOW PATCHWORK,EUR 40.5 // US 8
C-SO-MP-8.5,SLIP ON MEADOW PATCHWORK,EUR 41 // US 8.5
C-SO-MP-9.0,SLIP ON MEADOW PATCHWORK,EUR 42 // US 9
C-SO-MP-9.5,SLIP ON MEADOW PATCHWORK,EUR 42.5 // US 9.5
C-SO-MP-10.0,SLIP ON MEADOW PATCHWORK,EUR 43 // US 10
C-SO-MP-10.5,SLIP ON MEADOW PATCHWORK,EUR 44 // US 10.5
C-SO-MP-11.0,SLIP ON MEADOW PATCHWORK,EUR 44.5 // US 11
C-SO-MP-11.5,SLIP ON MEADOW PATCHWORK,EUR 45 // US 11.5
C-SO-MP-12.0,SLIP ON MEADOW PATCHWORK,EUR 46 // US 12
C-SO-NBW-4.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 35 // US 4
C-SO-NBW-4.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 36 // US 4.5
C-SO-NBW-5.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 36.5 // US 5
C-SO-NBW-5.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 37 // US 5.5
C-SO-NBW-6.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 38 // US 6
C-SO-NBW-6.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 38.5 // US 6.5
C-SO-NBW-7.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 39 // US 7
C-SO-NBW-7.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 40 // US 7.5
C-SO-NBW-8.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 40.5 // US 8
C-SO-NBW-8.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 41 // US 8.5
C-SO-NBW-9.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 42 // US 9
C-SO-NBW-9.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 42.5 // US 9.5
C-SO-NBW-10.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 43 // US 10
C-SO-NBW-10.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 44 // US 10.5
C-SO-NBW-11.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 44.5 // US 11
C-SO-NBW-11.5,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 45 // US 11.5
C-SO-NBW-12.0,SLIP ON NEXTOR CHECKERBOARD BLACK WHITE,EUR 46 // US 12
P-SO-BW-4.0,SLIP ON PRO BLACK WHITE,EUR 35 // US 4
P-SO-BW-4.5,SLIP ON PRO BLACK WHITE,EUR 36 // US 4.5
P-SO-BW-5.0,SLIP ON PRO BLACK WHITE,EUR 36.5 // US 5
P-SO-BW-5.5,SLIP ON PRO BLACK WHITE,EUR 37 // US 5.5
P-SO-BW-6.0,SLIP ON PRO BLACK WHITE,EUR 38 // US 6
P-SO-BW-6.5,SLIP ON PRO BLACK WHITE,EUR 38.5 // US 6.5
P-SO-BW-7.0,SLIP ON PRO BLACK WHITE,EUR 39 // US 7
P-SO-BW-7.5,SLIP ON PRO BLACK WHITE,EUR 40 // US 7.5
P-SO-BW-8.0,SLIP ON PRO BLACK WHITE,EUR 40.5 // US 8
P-SO-BW-8.5,SLIP ON PRO BLACK WHITE,EUR 41 // US 8.5
P-SO-BW-9.0,SLIP ON PRO BLACK WHITE,EUR 42 // US 9
P-SO-BW-9.5,SLIP ON PRO BLACK WHITE,EUR 42.5 // US 9.5
P-SO-BW-10.0,SLIP ON PRO BLACK WHITE,EUR 43 // US 10
P-SO-BW-10.5,SLIP ON PRO BLACK WHITE,EUR 44 // US 10.5
P-SO-BW-11.0,SLIP ON PRO BLACK WHITE,EUR 44.5 // US 11
P-SO-BW-11.5,SLIP ON PRO BLACK WHITE,EUR 45 // US 11.5
P-SO-BW-12.0,SLIP ON PRO BLACK WHITE,EUR 46 // US 12
P-SO-CBW-4.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 35 // US 4
P-SO-CBW-4.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 36 // US 4.5
P-SO-CBW-5.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 36.5 // US 5
P-SO-CBW-5.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 37 // US 5.5
P-SO-CBW-6.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 38 // US 6
P-SO-CBW-6.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 38.5 // US 6.5
P-SO-CBW-7.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 39 // US 7
P-SO-CBW-7.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 40 // US 7.5
P-SO-CBW-8.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 40.5 // US 8
P-SO-CBW-8.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 41 // US 8.5
P-SO-CBW-9.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 42 // US 9
P-SO-CBW-9.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 42.5 // US 9.5
P-SO-CBW-10.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 43 // US 10
P-SO-CBW-10.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 44 // US 10.5
P-SO-CBW-11.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 44.5 // US 11
P-SO-CBW-11.5,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 45 // US 11.5
P-SO-CBW-12.0,SLIP ON PRO CHECKERBOARD BLACK WHITE,EUR 46 // US 12
C-SO-SW-4.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 35 // US 4
C-SO-SW-4.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 36 // US 4.5
C-SO-SW-5.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 36.5 // US 5
C-SO-SW-5.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 37 // US 5.5
C-SO-SW-6.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 38 // US 6
C-SO-SW-6.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 38.5 // US 6.5
C-SO-SW-7.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 39 // US 7
C-SO-SW-7.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 40 // US 7.5
C-SO-SW-8.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 40.5 // US 8
C-SO-SW-8.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 41 // US 8.5
C-SO-SW-9.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 42 // US 9
C-SO-SW-9.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 42.5 // US 9.5
C-SO-SW-10.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 43 // US 10
C-SO-SW-10.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 44 // US 10.5
C-SO-SW-11.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 44.5 // US 11
C-SO-SW-11.5,SLIP ON SIDEWALL CHECKERBOARD,EUR 45 // US 11.5
C-SO-SW-12.0,SLIP ON SIDEWALL CHECKERBOARD,EUR 46 // US 12
C-SO-TW-4.0,SLIP ON TRUE WHITE,EUR 35 // US 4
C-SO-TW-4.5,SLIP ON TRUE WHITE,EUR 36 // US 4.5
C-SO-TW-5.0,SLIP ON TRUE WHITE,EUR 36.5 // US 5
C-SO-TW-5.5,SLIP ON TRUE WHITE,EUR 37 // US 5.5
C-SO-TW-6.0,SLIP ON TRUE WHITE,EUR 38 // US 6
C-SO-TW-6.5,SLIP ON TRUE WHITE,EUR 38.5 // US 6.5
C-SO-TW-7.0,SLIP ON TRUE WHITE,EUR 39 // US 7
C-SO-TW-7.5,SLIP ON TRUE WHITE,EUR 40 // US 7.5
C-SO-TW-8.0,SLIP ON TRUE WHITE,EUR 40.5 // US 8
C-SO-TW-8.5,SLIP ON TRUE WHITE,EUR 41 // US 8.5
C-SO-TW-9.0,SLIP ON TRUE WHITE,EUR 42 // US 9
C-SO-TW-9.5,SLIP ON TRUE WHITE,EUR 42.5 // US 9.5
C-SO-TW-10.0,SLIP ON TRUE WHITE,EUR 43 // US 10
C-SO-TW-10.5,SLIP ON TRUE WHITE,EUR 44 // US 10.5
C-SO-TW-11.0,SLIP ON TRUE WHITE,EUR 44.5 // US 11
C-SO-TW-11.5,SLIP ON TRUE WHITE,EUR 45 // US 11.5
C-SO-TW-12.0,SLIP ON TRUE WHITE,EUR 46 // US 12
C-SO-WP-4.0,SLIP ON WOVEN PLAID WHITE,EUR 35 // US 4
C-SO-WP-4.5,SLIP ON WOVEN PLAID WHITE,EUR 36 // US 4.5
C-SO-WP-5.0,SLIP ON WOVEN PLAID WHITE,EUR 36.5 // US 5
C-SO-WP-5.5,SLIP ON WOVEN PLAID WHITE,EUR 37 // US 5.5
C-SO-WP-6.0,SLIP ON WOVEN PLAID WHITE,EUR 38 // US 6
C-SO-WP-6.5,SLIP ON WOVEN PLAID WHITE,EUR 38.5 // US 6.5
C-SO-WP-7.0,SLIP ON WOVEN PLAID WHITE,EUR 39 // US 7
C-SO-WP-7.5,SLIP ON WOVEN PLAID WHITE,EUR 40 // US 7.5
C-SO-WP-8.0,SLIP ON WOVEN PLAID WHITE,EUR 40.5 // US 8
